dataset,dataset_key,task,fold,metric,value,mae,rmse,r2,n_train,n_test,probe,pearson
Sider,sider,Endocrine disorders,4,roc_auc,0.5986586942469295,0.3935018050541516,0.6272972222592347,-1.4396412411118291,1107,277,logreg,
Sider,sider,Surgical and medical procedures,4,roc_auc,0.5360688956433637,0.4187725631768953,0.6471263888738392,-2.255521783181357,1107,277,logreg,
Sider,sider,Vascular disorders,4,roc_auc,0.6157345013477089,0.407942238267148,0.6387035605561848,-1.6365397574123983,1107,277,logreg,
Sider,sider,Blood and lymphatic system disorders,4,roc_auc,0.6885189830121993,0.3501805054151624,0.5917605135653802,-0.5316953597081291,1107,277,logreg,
Sider,sider,Skin and subcutaneous tissue disorders,4,roc_auc,0.6373540856031128,0.2815884476534296,0.5306490814591406,-3.203501945525293,1107,277,logreg,
Sider,sider,"Congenital, familial and genetic disorders",4,roc_auc,0.5113122171945701,0.4945848375451263,0.7032672589742297,-2.066338073691014,1107,277,logreg,
Sider,sider,Infections and infestations,4,roc_auc,0.5968822644605498,0.3935018050541516,0.6272972222592347,-1.0643374811978674,1107,277,logreg,
Sider,sider,"Respiratory, thoracic and mediastinal disorders",4,roc_auc,0.6463317384370015,0.4115523465703971,0.6415234575371326,-1.518181818181818,1107,277,logreg,
Sider,sider,Psychiatric disorders,4,roc_auc,0.6307934014139828,0.3898916967509025,0.6244130818223642,-0.9583660644147682,1107,277,logreg,
Sider,sider,Renal and urinary disorders,4,roc_auc,0.5950872579488405,0.4332129963898917,0.6581891797879176,-0.9866124790819985,1107,277,logreg,
Sider,sider,"Pregnancy, puerperium and perinatal conditions",4,roc_auc,0.5442067736185383,0.3898916967509025,0.6244130818223642,-4.332620320855616,1107,277,logreg,
Sider,sider,Ear and labyrinth disorders,4,roc_auc,0.6117542761785566,0.4151624548736462,0.6443310134345903,-0.6611910721735501,1107,277,logreg,
Sider,sider,Cardiac disorders,4,roc_auc,0.5745428973277075,0.4584837545126354,0.6771142846762542,-1.2490090781230023,1107,277,logreg,
Sider,sider,Nervous system disorders,4,roc_auc,0.6683407738095238,0.2924187725631769,0.5407575913134987,-3.173549107142856,1107,277,logreg,
Sider,sider,"Injury, poisoning and procedural complications",4,roc_auc,0.5686628186628186,0.4440433212996389,0.6663657563978201,-1.0485209235209236,1107,277,logreg,
Sider,sider,Hepatobiliary disorders,5,roc_auc,0.6702954077049095,0.3478260869565217,0.5897678246195885,-0.4002008138244466,1108,276,logreg,
Sider,sider,Metabolism and nutrition disorders,5,roc_auc,0.6214967662457653,0.4057971014492754,0.6370220572706061,-0.9040344933785034,1108,276,logreg,
Sider,sider,Product issues,5,roc_auc,0.3029197080291971,0.2427536231884058,0.4927003381249152,-32.744525547445264,1108,276,logreg,
Sider,sider,Eye disorders,5,roc_auc,0.632938282647585,0.4021739130434782,0.6341718324267314,-0.7126565295169947,1108,276,logreg,
Sider,sider,Investigations,5,roc_auc,0.6371040723981901,0.3876811594202898,0.6226404736445341,-1.4296174413821472,1108,276,logreg,
Sider,sider,Musculoskeletal and connective tissue disorders,5,roc_auc,0.6123684210526316,0.3985507246376811,0.6313087395543334,-0.9973684210526316,1108,276,logreg,
Sider,sider,Gastrointestinal disorders,5,roc_auc,0.6752567693744165,0.3188405797101449,0.5646597025732799,-3.535574229691877,1108,276,logreg,
Sider,sider,Social circumstances,5,roc_auc,0.5915636904208864,0.4782608695652174,0.6915640748081247,-2.3849298522716715,1108,276,logreg,
Sider,sider,Immune system disorders,5,roc_auc,0.545323107870254,0.4601449275362319,0.6783398318956597,-1.2034196630626104,1108,276,logreg,
Sider,sider,Reproductive system and breast disorders,5,roc_auc,0.6935997839589523,0.3550724637681159,0.595879571531124,-0.4608695652173911,1108,276,logreg,
Sider,sider,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",5,roc_auc,0.5897371870903302,0.4166666666666667,0.6454972243679028,-0.9813970909544916,1108,276,logreg,
Sider,sider,General disorders and administration site conditions,5,roc_auc,0.5932290771610242,0.3695652173913043,0.6079187588743288,-3.837944664031621,1108,276,logreg,
Sider,sider,Endocrine disorders,5,roc_auc,0.629698644220266,0.3840579710144927,0.6197241087891391,-0.879843217888582,1108,276,logreg,
Sider,sider,Surgical and medical procedures,5,roc_auc,0.5952119883040935,0.4130434782608695,0.6426845869171515,-1.8750000000000004,1108,276,logreg,
Sider,sider,Vascular disorders,5,roc_auc,0.5898398398398398,0.4202898550724637,0.648297659314349,-1.6706706706706709,1108,276,logreg,
Sider,sider,Blood and lymphatic system disorders,5,roc_auc,0.6754664438874964,0.3623188405797101,0.601929265428846,-0.5371762740183794,1108,276,logreg,
Sider,sider,Skin and subcutaneous tissue disorders,5,roc_auc,0.6052734375,0.2572463768115942,0.5071946143361483,-2.827343749999999,1108,276,logreg,
Sider,sider,"Congenital, familial and genetic disorders",5,roc_auc,0.5417239010989011,0.427536231884058,0.6538625481582945,-1.796016483516483,1108,276,logreg,
Sider,sider,Infections and infestations,5,roc_auc,0.6110957004160887,0.4420289855072464,0.664852604347194,-1.3350901525658805,1108,276,logreg,
Sider,sider,"Respiratory, thoracic and mediastinal disorders",5,roc_auc,0.5875644108553761,0.4094202898550724,0.6398595860460891,-1.14276880796977,1108,276,logreg,
Sider,sider,Psychiatric disorders,5,roc_auc,0.6893177677306161,0.3405797101449275,0.5835920751217648,-0.7507254200688305,1108,276,logreg,
Sider,sider,Renal and urinary disorders,5,roc_auc,0.5931143324760346,0.4601449275362319,0.6783398318956597,-1.048866027589432,1108,276,logreg,
Sider,sider,"Pregnancy, puerperium and perinatal conditions",5,roc_auc,0.6248698497694483,0.3768115942028985,0.6138498140448513,-3.2695225345827748,1108,276,logreg,
Sider,sider,Ear and labyrinth disorders,5,roc_auc,0.5769169793373143,0.4673913043478261,0.6836602258050604,-0.8815198435766003,1108,276,logreg,
Sider,sider,Cardiac disorders,5,roc_auc,0.6104605263157895,0.394927536231884,0.6284326027760527,-0.9792105263157892,1108,276,logreg,
Sider,sider,Nervous system disorders,5,roc_auc,0.7121498539267915,0.3043478260869565,0.5516772843673705,-2.984189723320158,1108,276,logreg,
Sider,sider,"Injury, poisoning and procedural complications",5,roc_auc,0.5575866188769415,0.4710144927536231,0.6863049560899463,-1.1433691756272402,1108,276,logreg,
Tox21,tox21,NR-AR,1,roc_auc,0.8095748061148835,0.1788170563961485,0.4228676582527311,-3.4489426052981527,5777,1454,logreg,
Tox21,tox21,NR-AR-LBD,1,roc_auc,0.7968646500331199,0.1377513030528667,0.3711486266347576,-2.9184777465854967,5384,1343,logreg,
Tox21,tox21,NR-AhR,1,roc_auc,0.865050705568144,0.2561538461538462,0.5061164353721841,-1.826843586545556,5223,1300,logreg,
Tox21,tox21,NR-Aromatase,1,roc_auc,0.6990407673860911,0.3155172413793103,0.5617092142553034,-6.954136690647484,4633,1160,logreg,
Tox21,tox21,NR-ER,1,roc_auc,0.7057144008427403,0.314516129032258,0.5608173758294746,-1.7838060315797355,4925,1240,logreg,
Tox21,tox21,NR-ER-LBD,1,roc_auc,0.7547831706247549,0.2857142857142857,0.5345224838248488,-5.269773131159271,5546,1379,logreg,
Tox21,tox21,NR-PPAR-gamma,1,roc_auc,0.6600894779048665,0.2972762645914397,0.5452304692434564,-9.358966783438143,5139,1285,logreg,
Tox21,tox21,SR-ARE,1,roc_auc,0.6925924694354847,0.3609923011120616,0.6008263485501127,-1.734002815371484,4646,1169,logreg,
Tox21,tox21,SR-ATAD5,1,roc_auc,0.7751535319102887,0.2803935347856641,0.5295219870653759,-6.680342504666829,5619,1423,logreg,
Tox21,tox21,SR-HSE,1,roc_auc,0.7434069437199328,0.3405909797822706,0.5836017304483174,-5.529507911667536,5160,1286,logreg,
Tox21,tox21,SR-MMP,1,roc_auc,0.7974133759194735,0.2986111111111111,0.5464532103585,-1.3972125435540064,4629,1152,logreg,
Tox21,tox21,SR-p53,1,roc_auc,0.7309632649699367,0.3404726735598227,0.5835003629474644,-5.426509348488593,5390,1354,logreg,
Tox21,tox21,NR-AR,2,roc_auc,0.7278690191691667,0.1799450549450549,0.4241993104014372,-2.879310520160675,5775,1456,logreg,
Tox21,tox21,NR-AR-LBD,2,roc_auc,0.8728117738187451,0.1736526946107784,0.4167165638785893,-4.335261210086927,5391,1336,logreg,
Tox21,tox21,NR-AhR,2,roc_auc,0.8518032962328766,0.2311746987951807,0.4808063007024561,-1.1815924657534245,5195,1328,logreg,
Tox21,tox21,NR-Aromatase,2,roc_auc,0.7244346553210118,0.3177892918825561,0.5637280300664108,-4.829842537997455,4635,1158,logreg,
Tox21,tox21,NR-ER,2,roc_auc,0.6924242964653851,0.3360723089564503,0.5797174388928198,-1.9589054939306392,4948,1217,logreg,
Tox21,tox21,NR-ER-LBD,2,roc_auc,0.7302354113948316,0.3125,0.5590169943749475,-5.633146012027999,5533,1392,logreg,
Tox21,tox21,NR-PPAR-gamma,2,roc_auc,0.7261793103448276,0.2845973416731822,0.5334766552279323,-11.842924137931035,5145,1279,logreg,
Tox21,tox21,SR-ARE,2,roc_auc,0.6640330417881437,0.3579831932773109,0.5983169672316764,-1.463265306122449,4625,1190,logreg,
Tox21,tox21,SR-ATAD5,2,roc_auc,0.8187212892537088,0.277065527065527,0.5263701426425392,-7.225860381052788,5638,1404,logreg,
Tox21,tox21,SR-HSE,2,roc_auc,0.6755510050115858,0.3205928237129485,0.5662091695768875,-4.678741175836612,5164,1282,logreg,
Tox21,tox21,SR-MMP,2,roc_auc,0.7872251099560175,0.2929720575783234,0.541268932766627,-1.0423130747700924,4600,1181,logreg,
Tox21,tox21,SR-p53,2,roc_auc,0.7488066825775657,0.3185513673318551,0.5644035500702091,-3.83246320604614,5391,1353,logreg,
Tox21,tox21,NR-AR,3,roc_auc,0.8183299779503402,0.1728481455563331,0.4157500998873399,-3.229735883424409,5802,1429,logreg,
Tox21,tox21,NR-AR-LBD,3,roc_auc,0.8509345931512075,0.1702763256161314,0.4126455205332192,-3.479180727134013,5388,1339,logreg,
Tox21,tox21,NR-AhR,3,roc_auc,0.869094534091969,0.2463092463092463,0.4962955231605926,-1.3783870441190187,5236,1287,logreg,
Tox21,tox21,NR-Aromatase,3,roc_auc,0.7488214361750661,0.2932396839332748,0.5415160975753859,-4.785242860184312,4654,1139,logreg,
Tox21,tox21,NR-ER,3,roc_auc,0.7254812994296876,0.3154859967051071,0.5616814014235357,-1.9300942118032585,4951,1214,logreg,
Tox21,tox21,NR-ER-LBD,3,roc_auc,0.7550241008527994,0.2801755669348939,0.5293161313760368,-5.470905944877025,5558,1367,logreg,
Tox21,tox21,NR-PPAR-gamma,3,roc_auc,0.7464259530791789,0.3021806853582554,0.5497096373161521,-8.131085043988271,5140,1284,logreg,
Tox21,tox21,SR-ARE,3,roc_auc,0.719388325838423,0.3494293239683933,0.5911254722716602,-1.5355281115063644,4676,1139,logreg,
Tox21,tox21,SR-ATAD5,3,roc_auc,0.8032173817084983,0.2732474964234621,0.5227308068436967,-5.548009367681498,5644,1398,logreg,
Tox21,tox21,SR-HSE,3,roc_auc,0.7153220008216927,0.3278688524590163,0.5725983343138682,-5.907610928512736,5165,1281,logreg,
Tox21,tox21,SR-MMP,3,roc_auc,0.7868313641245972,0.2897033158813263,0.5382409459352998,-1.0433512352309342,4635,1146,logreg,
Tox21,tox21,SR-p53,3,roc_auc,0.7529417591125198,0.3390461997019374,0.5822767380738624,-5.048038827258322,5402,1342,logreg,
Tox21,tox21,NR-AR,4,roc_auc,0.7584471603163192,0.1664355062413315,0.4079650796837046,-3.878420095572376,5789,1442,logreg,
Tox21,tox21,NR-AR-LBD,4,roc_auc,0.7792748241177898,0.163946587537092,0.4049031829179563,-4.559333420419132,5379,1348,logreg,
Tox21,tox21,NR-AhR,4,roc_auc,0.8314219448066523,0.2298850574712643,0.4794633014853841,-1.092195549475214,5218,1305,logreg,
Tox21,tox21,NR-Aromatase,4,roc_auc,0.7283076923076923,0.3004291845493562,0.5481142075784537,-4.7027972027972025,4628,1165,logreg,
Tox21,tox21,NR-ER,4,roc_auc,0.6673181759310498,0.3341288782816229,0.5780388207392501,-2.1080524190225005,4908,1257,logreg,
Tox21,tox21,NR-ER-LBD,4,roc_auc,0.7040640902214277,0.2896253602305475,0.5381685240057686,-5.394993811030121,5537,1388,logreg,
Tox21,tox21,NR-PPAR-gamma,4,roc_auc,0.7119293206249728,0.2900703674745895,0.538581811310584,-9.325738782260524,5145,1279,logreg,
Tox21,tox21,SR-ARE,4,roc_auc,0.7201961608518986,0.3402417962003454,0.5833024911659005,-1.5571080285834382,4657,1158,logreg,
Tox21,tox21,SR-ATAD5,4,roc_auc,0.7203325774754346,0.2544674767691208,0.5044476947802624,-6.5290098261526825,5643,1399,logreg,
Tox21,tox21,SR-HSE,4,roc_auc,0.6839364035087719,0.3407864302235929,0.5837691583353757,-4.820276965562051,5149,1297,logreg,
Tox21,tox21,SR-MMP,4,roc_auc,0.7985162478437223,0.2942206654991243,0.5424211145402844,-1.2361881672805255,4639,1142,logreg,
Tox21,tox21,SR-p53,4,roc_auc,0.7338772660032895,0.2869955156950672,0.53571962414594,-3.720747539899115,5406,1338,logreg,
Tox21,tox21,NR-AR,5,roc_auc,0.8306567816305661,0.1648275862068965,0.4059896380536042,-3.027028911406526,5781,1450,logreg,
Tox21,tox21,NR-AR-LBD,5,roc_auc,0.8084868093578895,0.1425422483468038,0.3775476769188281,-3.1070495271279253,5366,1361,logreg,
Tox21,tox21,NR-AhR,5,roc_auc,0.8648334076644439,0.2340752110514198,0.4838131985089077,-1.1614852443680586,5220,1303,logreg,
Tox21,tox21,NR-Aromatase,5,roc_auc,0.7929698573183407,0.318531169940222,0.5643856571000205,-5.878689092569845,4622,1171,logreg,
Tox21,tox21,NR-ER,5,roc_auc,0.7152306648575306,0.3468067906224737,0.5889030400859497,-2.000186567164179,4928,1237,logreg,
Tox21,tox21,NR-ER-LBD,5,roc_auc,0.7277016742770166,0.2837741243745532,0.5327045375952351,-3.972719133315427,5526,1399,logreg,
Tox21,tox21,NR-PPAR-gamma,5,roc_auc,0.6509970318966598,0.2960678488820354,0.5441211711393295,-9.41026712930061,5127,1297,logreg,
Tox21,tox21,SR-ARE,5,roc_auc,0.7388271062609821,0.3287316652286454,0.5733512581556314,-1.5523617404975494,4656,1159,logreg,
Tox21,tox21,SR-ATAD5,5,roc_auc,0.7467836257309941,0.2630465444287729,0.5128806337041524,-6.732660818713449,5624,1418,logreg,
Tox21,tox21,SR-HSE,5,roc_auc,0.7096983147678161,0.3284615384615384,0.5731156414385656,-4.894596000891993,5146,1300,logreg,
Tox21,tox21,SR-MMP,5,roc_auc,0.8096227970231025,0.2956896551724138,0.5437735329826322,-1.4113354827761753,4621,1160,logreg,
Tox21,tox21,SR-p53,5,roc_auc,0.7601687371802313,0.2962417096536477,0.5442809106092623,-4.278009984906537,5387,1357,logreg,
